date,ticker,side,price,value_inr,pnl_inr,held_days,term
2016-07-08,JSWSTEEL,BUY,133.31,"6,234,725",,0,
2016-07-08,PETRONET,BUY,100.69,"4,472,365",,0,
2016-07-08,BAJFINANCE,BUY,79.67,"3,925,009",,0,
2016-07-08,GRASIM,BUY,661.71,"6,234,725",,0,
2016-07-08,GRANULES,BUY,134.64,"3,034,159",,0,
2016-07-08,ASIANPAINT,BUY,936.80,"5,305,536",,0,
2016-07-08,IGL,BUY,51.70,"4,043,232",,0,
2016-07-08,SHRIRAMFIN,BUY,205.84,"2,619,278",,0,
2016-07-08,M&MFIN,BUY,190.18,"2,671,272",,0,
2016-07-08,GODREJCP,BUY,503.69,"3,430,635",,0,
2016-07-08,INDUSINDBK,BUY,1069.86,"4,621,011",,0,
2016-07-08,HAVELLS,BUY,334.57,"3,285,855",,0,
2017-01-11,ASIANPAINT,SELL,868.46,"4,918,504","-387,032",187,STCG
2017-01-11,BAJFINANCE,SELL,87.05,"4,288,932","363,924",187,STCG
2017-01-11,GODREJCP,SELL,482.45,"3,285,997","-144,638",187,STCG
2017-01-11,GRANULES,SELL,99.45,"2,241,041","-793,118",187,STCG
2017-01-11,GRASIM,SELL,628.97,"5,926,226","-308,499",187,STCG
2017-01-11,HAVELLS,SELL,346.79,"3,405,833","119,978",187,STCG
2017-01-11,INDUSINDBK,SELL,1171.56,"5,060,266","439,256",187,STCG
2017-01-11,JSWSTEEL,SELL,168.88,"2,805,514","590,867",187,STCG
2017-01-11,M&MFIN,SELL,153.62,"2,157,750","-513,522",187,STCG
2017-01-11,PETRONET,SELL,127.01,"2,274,286","471,384",187,STCG
2017-01-11,SHRIRAMFIN,SELL,165.59,"2,107,113","-512,164",187,STCG
2017-01-11,IGL,BUY,82.02,"252,063",,0,
2017-01-11,HINDZINC,BUY,125.27,"6,272,579",,0,
2017-01-11,HINDALCO,BUY,165.22,"4,799,246",,0,
2017-01-11,ESCORTS,BUY,344.37,"3,371,790",,0,
2017-01-11,NMDC,BUY,19.66,"4,338,246",,0,
2017-01-11,TATASTEEL,BUY,33.71,"4,189,403",,0,
2017-01-11,MANAPPURAM,BUY,61.78,"2,588,116",,0,
2017-01-11,BPCL,BUY,120.94,"5,108,631",,0,
2017-01-11,BAJAJFINSV,BUY,300.69,"3,637,062",,0,
2017-01-11,UPL,BUY,407.68,"3,726,277",,0,
2017-07-17,BAJAJFINSV,SELL,443.11,"1,291,909","415,229",187,STCG
2017-07-17,BPCL,SELL,134.59,"5,685,457","576,826",187,STCG
2017-07-17,ESCORTS,SELL,640.78,"104,364","48,277",187,STCG
2017-07-17,HINDALCO,SELL,197.51,"5,737,424","938,178",187,STCG
2017-07-17,HINDZINC,SELL,137.52,"6,886,166","613,587",187,STCG
2017-07-17,IGL,SELL,100.31,"1,424,356","690,285",374,LTCG
2017-07-17,JSWSTEEL,SELL,199.04,"6,001,910","1,981,831",374,LTCG
2017-07-17,MANAPPURAM,SELL,86.34,"3,616,949","1,028,833",187,STCG
2017-07-17,NMDC,SELL,17.48,"3,857,992","-480,255",187,STCG
2017-07-17,PETRONET,SELL,145.20,"3,849,657","1,180,195",374,LTCG
2017-07-17,TATASTEEL,SELL,42.10,"1,207,285","240,573",187,STCG
2017-07-17,UPL,SELL,530.53,"121,729","28,187",187,STCG
2017-07-17,TVSMOTOR,BUY,545.04,"7,387,409",,0,
2017-07-17,MRF,BUY,69178.14,"5,744,893",,0,
2017-07-17,MARUTI,BUY,6915.83,"8,119,674",,0,
2017-07-17,FEDERALBNK,BUY,106.41,"4,525,596",,0,
2017-07-17,RECLTD,BUY,71.15,"3,836,090",,0,
2017-07-17,MOTHERSON,BUY,51.82,"5,623,953",,0,
2017-07-17,BAJFINANCE,BUY,149.84,"4,353,112",,0,
2018-01-16,BAJAJFINSV,SELL,493.99,"4,534,845","1,774,464",370,LTCG
2018-01-16,BAJFINANCE,SELL,164.34,"336,500","29,684",183,STCG
2018-01-16,ESCORTS,SELL,760.84,"2,353,824","1,288,441",370,LTCG
2018-01-16,FEDERALBNK,SELL,97.69,"4,154,743","-370,853",183,STCG
2018-01-16,IGL,SELL,139.22,"4,422,765","2,780,411",557,LTCG
2018-01-16,MARUTI,SELL,8656.20,"765,778","153,964",183,STCG
2018-01-16,MOTHERSON,SELL,62.14,"843,820","140,160",183,STCG
2018-01-16,MRF,SELL,69443.88,"5,766,961","22,069",183,STCG
2018-01-16,RECLTD,SELL,59.65,"3,216,316","-619,774",183,STCG
2018-01-16,TVSMOTOR,SELL,690.56,"1,539,338","324,389",183,STCG
2018-01-16,UPL,SELL,470.82,"4,195,350","562,615",370,LTCG
2018-01-16,TATASTEEL,BUY,58.61,"839,613",,0,
2018-01-16,TATACONSUM,BUY,293.70,"7,449,361",,0,
2018-01-16,TITAN,BUY,864.69,"6,451,613",,0,
2018-01-16,JINDALSTEL,BUY,266.93,"4,507,443",,0,
2018-01-16,BALKRISIND,BUY,1069.01,"6,981,242",,0,
2018-01-16,JUBLFOOD,BUY,186.30,"5,743,915",,0,
2018-04-02,BAJFINANCE,SELL,177.12,"117,535","18,103",259,STCG
2018-04-02,BALKRISIND,SELL,1002.09,"160,816","-10,739",76,STCG
2018-04-02,ESCORTS,SELL,846.60,"135,947","80,649",446,LTCG
2018-04-02,IGL,SELL,122.76,"106,534","61,670",633,LTCG
2018-04-02,JINDALSTEL,SELL,221.86,"92,065","-18,699",76,STCG
2018-04-02,JUBLFOOD,SELL,231.07,"175,074","33,925",76,STCG
2018-04-02,MARUTI,SELL,8364.77,"223,150","38,654",259,STCG
2018-04-02,MOTHERSON,SELL,53.19,"124,116","3,206",259,STCG
2018-04-02,TATACONSUM,SELL,257.08,"160,234","-22,824",76,STCG
2018-04-02,TATASTEEL,SELL,46.50,"125,612","34,553",446,LTCG
2018-04-02,TITAN,SELL,917.87,"168,291","9,751",76,STCG
2018-04-02,TVSMOTOR,SELL,632.44,"176,006","24,325",259,STCG
2018-07-19,BAJFINANCE,SELL,245.87,"1,158,212","452,374",367,LTCG
2018-07-19,BALKRISIND,SELL,1070.22,"6,817,408","7,722",184,STCG
2018-07-19,ESCORTS,SELL,807.60,"5,147,708","2,952,686",554,LTCG
2018-07-19,IGL,SELL,120.65,"3,785,290","2,163,347",741,LTCG
2018-07-19,IGL,SELL,120.65,"370,770","118,706",554,LTCG
2018-07-19,JINDALSTEL,SELL,180.20,"2,968,204","-1,428,473",184,STCG
2018-07-19,JUBLFOOD,SELL,277.74,"1,248,742","411,125",184,STCG
2018-07-19,MARUTI,SELL,8718.46,"9,232,225","1,908,861",367,LTCG
2018-07-19,MOTHERSON,SELL,46.40,"4,297,474","-501,909",367,LTCG
2018-07-19,TATACONSUM,SELL,218.40,"5,403,233","-1,863,069",184,STCG
2018-07-19,TATASTEEL,SELL,40.78,"3,788,048","656,418",554,LTCG
2018-07-19,TATASTEEL,SELL,40.78,"584,100","-255,513",184,STCG
2018-07-19,TITAN,SELL,845.69,"1,190,340","-26,753",184,STCG
2018-07-19,TVSMOTOR,SELL,539.17,"5,956,028","-64,752",367,LTCG
2018-07-19,BRITANNIA,BUY,2819.15,"8,623,898",,0,
2018-07-19,COFORGE,BUY,200.77,"3,816,654",,0,
2018-07-19,MPHASIS,BUY,942.64,"4,445,284",,0,
2018-07-19,TCS,BUY,1622.06,"6,250,009",,0,
2018-07-19,TECHM,BUY,486.02,"5,203,007",,0,
2018-07-19,TATAELXSI,BUY,1246.75,"5,153,269",,0,
2018-07-19,NESTLEIND,BUY,465.56,"6,610,177",,0,
2018-07-19,HINDUNILVR,BUY,1462.02,"7,516,175",,0,
2018-07-19,PAGEIND,BUY,25571.49,"4,071,072",,0,
2019-01-24,BAJFINANCE,SELL,257.14,"1,553,132","648,082",556,LTCG
2019-01-24,BRITANNIA,SELL,2857.38,"2,310,913","30,925",189,STCG
2019-01-24,COFORGE,SELL,239.50,"49,556","8,014",189,STCG
2019-01-24,HINDUNILVR,SELL,1570.37,"1,284,013","88,592",189,STCG
2019-01-24,JUBLFOOD,SELL,231.81,"5,929,370","1,164,222",373,LTCG
2019-01-24,MPHASIS,SELL,769.55,"3,629,034","-816,251",189,STCG
2019-01-24,NESTLEIND,SELL,520.72,"627,590","66,489",189,STCG
2019-01-24,PAGEIND,SELL,21298.36,"3,390,775","-680,297",189,STCG
2019-01-24,TATAELXSI,SELL,846.49,"3,498,869","-1,654,400",189,STCG
2019-01-24,TECHM,SELL,563.26,"1,538,437","210,954",189,STCG
2019-01-24,TITAN,SELL,946.84,"5,558,206","482,227",373,LTCG
2019-01-24,TCS,BUY,1563.32,"551,722",,0,
2019-01-24,BATAINDIA,BUY,1076.65,"6,448,372",,0,
2019-01-24,DIVISLAB,BUY,1422.69,"4,622,446",,0,
2019-01-24,TORNTPHARM,BUY,855.65,"5,557,429",,0,
2019-01-24,INFY,BUY,599.54,"5,955,365",,0,
2019-01-24,COLPAL,BUY,1113.93,"6,091,000",,0,
2019-04-01,BAJFINANCE,SELL,292.82,"34,915","17,049",623,LTCG
2019-04-01,BATAINDIA,SELL,1295.65,"59,351","10,032",67,STCG
